year,region,occ_code,occ_title,employment_level,wage_hourly_mean,wage_annual_mean,wage_hourly_median,wage_annual_median,wage_annual_pct10,wage_annual_pct90,employment_change_yoy_pct,wage_growth_yoy_pct,employment_change_5yr_cagr,wage_growth_5yr_cagr,contraction_flag_12mo
2019,FL,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",220.0,23.04,47920.0,24.08,50090.0,28640.0,61580.0,,-5.743509047993705,,,
2020,FL,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",330.0,24.67,51300.0,24.98,51950.0,30400.0,66530.0,50.0,7.053422370617696,0.07487316557532875,0.019403897464404185,0
2021,FL,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",570.0,28.25,58760.0,28.99,60310.0,32530.0,79800.0,72.72727272727273,14.541910331384015,0.19902821800055248,0.042325814631408054,0
2022,FL,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",420.0,30.25,62920.0,28.3,58860.0,48480.0,82340.0,-26.31578947368421,7.079646017699115,0.1380604263098537,0.04695738656394566,1
2023,FL,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",210.0,34.01,70740.0,30.12,62650.0,51790.0,110420.0,-50.0,12.428480610298791,,0.06829673904220779,1
2024,FL,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",180.0,31.27,65030.0,29.24,60830.0,55220.0,80410.0,-14.285714285714285,-8.071812270285553,-0.03933943162756326,0.06296603796356726,1
2015,FL,51-8099,"Plant and System Operators, All Other",380.0,23.66,49220.0,24.51,50980.0,25110.0,69690.0,,,,,
2016,FL,51-8099,"Plant and System Operators, All Other",610.0,24.15,50220.0,23.35,48560.0,32560.0,72240.0,60.526315789473685,2.031694433157253,,,0
2017,FL,51-8099,"Plant and System Operators, All Other",580.0,24.71,51390.0,24.07,50070.0,33880.0,73560.0,-4.918032786885246,2.3297491039426523,,,1
2018,FL,51-8099,"Plant and System Operators, All Other",600.0,25.51,53060.0,25.5,53040.0,36240.0,69370.0,3.4482758620689653,3.249659466822339,,,0
2019,FL,51-8099,"Plant and System Operators, All Other",580.0,27.86,57950.0,26.94,56030.0,34060.0,75410.0,-3.3333333333333335,9.215981907274784,,,1
2020,FL,51-8099,"Plant and System Operators, All Other",880.0,28.8,59910.0,28.36,58990.0,39190.0,71670.0,51.724137931034484,3.3822260569456426,0.18287762019416953,0.04009148770003779,0
2021,FL,51-8099,"Plant and System Operators, All Other",520.0,28.33,58930.0,25.48,53000.0,37610.0,76520.0,-40.909090909090914,-1.6357870138541144,-0.03142177398531831,0.03250448433382225,1
2022,FL,51-8099,"Plant and System Operators, All Other",470.0,27.84,57910.0,25.67,53390.0,40340.0,75990.0,-9.615384615384617,-1.7308671304938061,-0.04118686947522665,0.024176931179410888,1
2023,FL,51-8099,"Plant and System Operators, All Other",640.0,28.34,58950.0,25.48,53000.0,46550.0,78780.0,36.17021276595745,1.795890174408565,0.01299136822423641,0.021276438934743958,0
2024,FL,51-8099,"Plant and System Operators, All Other",660.0,28.98,60270.0,25.63,53300.0,37870.0,84590.0,3.125,2.2391857506361323,0.026179154775372693,0.007881677716871538,0
2015,FL,51-9011,Chemical Equipment Operators and Tenders,1430.0,19.61,40800.0,18.65,38780.0,27370.0,58130.0,,,,,
2016,FL,51-9011,Chemical Equipment Operators and Tenders,1620.0,20.33,42280.0,19.1,39730.0,28600.0,59580.0,13.286713286713287,3.6274509803921573,,,0
2017,FL,51-9011,Chemical Equipment Operators and Tenders,1430.0,21.11,43910.0,20.32,42270.0,27180.0,61950.0,-11.728395061728394,3.8552507095553454,,,1
2018,FL,51-9011,Chemical Equipment Operators and Tenders,1310.0,22.15,46070.0,21.7,45130.0,26550.0,64840.0,-8.391608391608392,4.919152812571168,,,1
2019,FL,51-9011,Chemical Equipment Operators and Tenders,930.0,20.44,42510.0,19.11,39750.0,24060.0,61700.0,-29.00763358778626,-7.727371391360973,,,1
2020,FL,51-9011,Chemical Equipment Operators and Tenders,1180.0,21.5,44720.0,19.63,40830.0,26760.0,63980.0,26.881720430107524,5.198776758409786,-0.037702862394686676,0.0185171036130789,0
2021,FL,51-9011,Chemical Equipment Operators and Tenders,2160.0,20.58,42810.0,18.31,38070.0,29030.0,61590.0,83.05084745762711,-4.2710196779964225,0.059223841048812176,0.0024946182259029115,0
2022,FL,51-9011,Chemical Equipment Operators and Tenders,4030.0,22.44,46670.0,19.72,41020.0,29850.0,64640.0,86.57407407407408,9.016584910067742,0.23025121250227865,0.012266519191832082,0
2023,FL,51-9011,Chemical Equipment Operators and Tenders,3090.0,24.26,50460.0,22.81,47440.0,32940.0,64430.0,-23.325062034739457,8.120848510820656,0.18723703802220126,0.018370491871956718,1
2024,FL,51-9011,Chemical Equipment Operators and Tenders,3150.0,24.79,51560.0,22.5,46790.0,35910.0,67800.0,1.9417475728155338,2.1799445105033692,0.2763374754341015,0.03935607957160592,0
2015,FL,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1110.0,18.7,38890.0,17.42,36230.0,21660.0,61000.0,,,,,
2016,FL,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1380.0,18.89,39290.0,17.01,35380.0,21300.0,63590.0,24.324324324324326,1.0285420416559528,,,0
2017,FL,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1400.0,19.86,41310.0,18.05,37550.0,22120.0,66900.0,1.4492753623188406,5.141257317383558,,,0
2018,FL,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1240.0,19.11,39760.0,17.35,36090.0,23060.0,66800.0,-11.428571428571429,-3.7521181312030985,,,1
2019,FL,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1040.0,19.87,41330.0,18.28,38020.0,24220.0,69170.0,-16.129032258064516,3.948692152917505,,,1
2020,FL,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",980.0,18.45,38380.0,17.25,35880.0,24680.0,56660.0,-5.769230769230769,-7.137672392934914,-0.024604788053390392,-0.0026366494354642667,1
2021,FL,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1120.0,19.79,41170.0,18.43,38340.0,28920.0,59810.0,14.285714285714285,7.2694111516414806,-0.04089139541895315,0.009391789087531466,0
2022,FL,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1180.0,20.56,42760.0,18.81,39130.0,28300.0,63930.0,5.357142857142857,3.86203546271557,-0.03361363370797821,0.006923554697479073,0
2023,FL,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1670.0,21.93,45620.0,19.23,40000.0,23430.0,67630.0,41.52542372881356,6.688493919550982,0.06135081368856432,0.02787849756099403,0
2024,FL,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1490.0,23.08,48010.0,21.02,43720.0,27660.0,71170.0,-10.778443113772456,5.238930293730819,0.07455979142129743,0.030417581283929795,1
2015,FL,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",890.0,15.11,31430.0,14.7,30570.0,21680.0,43190.0,,,,,
2016,FL,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",1000.0,15.86,32990.0,15.19,31590.0,22150.0,46540.0,12.359550561797752,4.963410754056634,,,0
2017,FL,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",1060.0,17.45,36300.0,17.2,35780.0,23730.0,49470.0,6.0,10.033343437405275,,,0
2018,FL,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",1000.0,17.92,37280.0,17.55,36510.0,25500.0,50010.0,-5.660377358490567,2.6997245179063363,,,1
2019,FL,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",910.0,17.95,37330.0,17.47,36340.0,23840.0,50830.0,-9.0,0.13412017167381973,,,1
2020,FL,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",1050.0,17.32,36030.0,17.28,35940.0,23900.0,49180.0,15.384615384615385,-3.48245379051701,0.033617511439721914,0.02769436733686237,0
2021,FL,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",760.0,18.04,37520.0,17.74,36900.0,24180.0,50230.0,-27.61904761904762,4.1354426866500145,-0.05340824260701438,0.02606790398468628,1
2022,FL,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",700.0,19.96,41520.0,18.92,39350.0,28190.0,57860.0,-7.894736842105263,10.660980810234541,-0.0796385175581451,0.027235793986768675,1
2023,FL,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",670.0,21.29,44280.0,20.95,43570.0,29910.0,60430.0,-4.285714285714286,6.6473988439306355,-0.076971819309257,0.035014279876840027,1
2024,FL,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",620.0,22.87,47560.0,21.33,44370.0,33320.0,65150.0,-7.462686567164178,7.4074074074074066,-0.07387403687491234,0.04963129594004467,1
2015,FL,51-9022,"Grinding and Polishing Workers, Hand",520.0,14.93,31060.0,14.33,29810.0,20280.0,44280.0,,,,,
2016,FL,51-9022,"Grinding and Polishing Workers, Hand",570.0,15.33,31880.0,14.56,30280.0,20650.0,46480.0,9.615384615384617,2.6400515132002575,,,0
2017,FL,51-9022,"Grinding and Polishing Workers, Hand",580.0,15.32,31870.0,14.52,30210.0,21490.0,45500.0,1.7543859649122806,-0.031367628607277286,,,0
2018,FL,51-9022,"Grinding and Polishing Workers, Hand",520.0,15.45,32130.0,14.49,30130.0,21680.0,46210.0,-10.344827586206897,0.815814245371823,,,1
2019,FL,51-9022,"Grinding and Polishing Workers, Hand",540.0,15.51,32260.0,14.83,30840.0,22460.0,43900.0,3.8461538461538463,0.4046062869592281,,,0
2020,FL,51-9022,"Grinding and Polishing Workers, Hand",600.0,16.14,33560.0,15.17,31550.0,23060.0,47230.0,11.11111111111111,4.02975821450713,0.029033661071187877,0.015603292506709554,0
2021,FL,51-9022,"Grinding and Polishing Workers, Hand",750.0,16.15,33600.0,16.17,33630.0,26810.0,38990.0,25.0,0.11918951132300357,0.05642162229904302,0.010564860769256779,0
2022,FL,51-9022,"Grinding and Polishing Workers, Hand",580.0,17.1,35570.0,17.11,35580.0,28480.0,45620.0,-22.666666666666664,5.863095238095238,0.0,0.02221055340488176,1
2023,FL,51-9022,"Grinding and Polishing Workers, Hand",740.0,17.48,36360.0,16.77,34880.0,29270.0,48160.0,27.586206896551722,2.220972729828507,0.07311354150601401,0.02504428776883505,0
2024,FL,51-9022,"Grinding and Polishing Workers, Hand",610.0,19.81,41210.0,18.49,38470.0,31290.0,51610.0,-17.56756756756757,13.33883388338834,0.024677535438969,0.050189447968040035,1
2015,FL,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",5440.0,15.16,31530.0,14.54,30240.0,20320.0,44740.0,,,,,
2016,FL,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",5100.0,15.34,31910.0,14.67,30510.0,20530.0,45800.0,-6.25,1.2052013954963527,,,1
2017,FL,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",5320.0,16.1,33490.0,15.52,32290.0,21940.0,47410.0,4.313725490196078,4.951425885302413,,,0
2018,FL,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",5350.0,16.11,33510.0,15.42,32070.0,22520.0,47440.0,0.5639097744360901,0.059719319199761124,,,0
2019,FL,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",5250.0,16.85,35060.0,16.29,33890.0,23850.0,49110.0,-1.8691588785046727,4.62548492987168,,,0
2020,FL,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",4510.0,17.58,36570.0,16.55,34420.0,25490.0,51980.0,-14.095238095238095,4.306902452937821,-0.036802096925604766,0.03010192300623027,1
2021,FL,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",3250.0,18.03,37490.0,17.66,36740.0,27320.0,49060.0,-27.93791574279379,2.515723270440252,-0.08617583773462856,0.032756001117827616,1
2022,FL,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",3220.0,18.95,39410.0,18.2,37860.0,28120.0,53520.0,-0.9230769230769231,5.121365697519339,-0.09554107658440536,0.03309023725825444,0
2023,FL,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",4270.0,21.09,43860.0,20.47,42580.0,30680.0,60620.0,32.608695652173914,11.291550367926922,-0.044094812145569984,0.05530705106664491,0
2024,FL,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",3390.0,22.81,47450.0,22.42,46630.0,34920.0,62960.0,-20.60889929742389,8.18513451892385,-0.08376246573555357,0.06239216947424153,1
2015,FL,51-9031,"Cutters and Trimmers, Hand",210.0,11.49,23890.0,10.27,21360.0,17570.0,34390.0,,,,,
2016,FL,51-9031,"Cutters and Trimmers, Hand",190.0,12.96,26950.0,11.56,24050.0,18190.0,43030.0,-9.523809523809524,12.80870657178736,,,1
2017,FL,51-9031,"Cutters and Trimmers, Hand",120.0,15.82,32910.0,14.41,29960.0,21390.0,53520.0,-36.84210526315789,22.115027829313544,,,1
2018,FL,51-9031,"Cutters and Trimmers, Hand",130.0,14.96,31120.0,13.9,28900.0,18230.0,49480.0,8.333333333333332,-5.439076268611364,,,0
2019,FL,51-9031,"Cutters and Trimmers, Hand",180.0,16.27,33840.0,14.97,31130.0,19690.0,54980.0,38.46153846153847,8.740359897172237,,,0
2020,FL,51-9031,"Cutters and Trimmers, Hand",260.0,17.04,35450.0,15.99,33260.0,21000.0,54750.0,44.44444444444444,4.757683215130023,0.04364022715043592,0.08213144707570086,0
2021,FL,51-9031,"Cutters and Trimmers, Hand",160.0,15.96,33190.0,15.06,31320.0,23260.0,46820.0,-38.46153846153847,-6.375176304654443,-0.033786110314771634,0.04253272561504162,1
2022,FL,51-9031,"Cutters and Trimmers, Hand",120.0,17.15,35660.0,17.22,35810.0,21950.0,52890.0,-25.0,7.4420006025911425,0.0,0.016180112874492725,1
2023,FL,51-9031,"Cutters and Trimmers, Hand",160.0,17.04,35440.0,17.16,35690.0,30180.0,41790.0,33.33333333333333,-0.616937745372967,0.0424022162772979,0.02633898332526119,0
2024,FL,51-9031,"Cutters and Trimmers, Hand",200.0,19.57,40700.0,17.51,36430.0,26260.0,71890.0,25.0,14.841986455981942,0.021295687600135116,0.0376068041071449,0
2015,FL,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",1780.0,14.34,29830.0,13.44,27950.0,19890.0,44330.0,,,,,
2016,FL,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",1630.0,14.95,31090.0,14.16,29460.0,20870.0,45640.0,-8.426966292134832,4.2239356352665105,,,1
2017,FL,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",1470.0,15.89,33040.0,15.46,32160.0,22070.0,47180.0,-9.815950920245399,6.272113219684786,,,1
2018,FL,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",1190.0,16.16,33610.0,15.8,32860.0,22790.0,47020.0,-19.047619047619047,1.725181598062954,,,1
2019,FL,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",1240.0,16.28,33870.0,15.62,32490.0,23040.0,48070.0,4.201680672268908,0.7735792918774174,,,0
2020,FL,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",1360.0,16.78,34890.0,15.8,32870.0,23440.0,50250.0,9.67741935483871,3.011514614703277,-0.05240277287604511,0.03183330859550604,0
2021,FL,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",2050.0,18.12,37700.0,17.92,37270.0,27980.0,48940.0,50.73529411764706,8.053883634279163,0.04691940899732727,0.03930765391605684,0
2022,FL,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",1690.0,18.65,38800.0,17.63,36670.0,28630.0,53010.0,-17.560975609756095,2.9177718832891246,0.028285883980986304,0.03266233594924883,1
2023,FL,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",1550.0,19.49,40530.0,18.6,38690.0,29880.0,52580.0,-8.284023668639055,4.458762886597938,0.054282377692284056,0.038153609453249526,1
2024,FL,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",1830.0,21.8,45350.0,20.13,41870.0,32790.0,62860.0,18.064516129032256,11.892425363927954,0.08095068459713506,0.06011363154184712,0
2015,FL,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",2100.0,14.35,29850.0,13.87,28860.0,19660.0,41610.0,,,,,
2016,FL,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1860.0,14.7,30580.0,14.2,29540.0,20620.0,40870.0,-11.428571428571429,2.445561139028476,,,1
2017,FL,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1640.0,16.42,34160.0,15.73,32710.0,23820.0,50160.0,-11.827956989247312,11.70699803793329,,,1
2018,FL,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1250.0,16.79,34930.0,15.61,32470.0,22990.0,54420.0,-23.78048780487805,2.2540983606557377,,,1
2019,FL,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1620.0,16.15,33590.0,14.84,30860.0,22680.0,49370.0,29.599999999999998,-3.836243916404237,,,0
2020,FL,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1500.0,16.34,33990.0,15.25,31710.0,23850.0,47000.0,-7.4074074074074066,1.1908306043465318,-0.06508012385152984,0.02631662938071888,1
2021,FL,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",770.0,17.22,35820.0,17.41,36220.0,24770.0,47440.0,-48.66666666666667,5.3839364518976165,-0.16170754720907454,0.03213764925538731,1
2022,FL,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1140.0,18.38,38220.0,18.26,37980.0,27720.0,46640.0,48.05194805194805,6.700167504187604,-0.07015148749830502,0.022714854977277987,0
2023,FL,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1160.0,20.12,41840.0,19.81,41190.0,31440.0,48310.0,1.7543859649122806,9.47148090005233,-0.014833591302506055,0.036760919153320915,0
2024,FL,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1020.0,20.33,42290.0,19.64,40860.0,32140.0,50960.0,-12.068965517241379,1.0755258126195029,-0.08837331049465447,0.04714189662930446,1
2015,FL,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",600.0,14.26,29670.0,13.73,28560.0,21730.0,38290.0,,,,,
2016,FL,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",660.0,13.81,28720.0,13.5,28080.0,20560.0,38640.0,10.0,-3.2018874283788334,,,0
2017,FL,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",850.0,14.4,29960.0,13.97,29070.0,21150.0,40320.0,28.78787878787879,4.3175487465181055,,,0
2018,FL,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",500.0,14.61,30400.0,14.02,29160.0,20230.0,43140.0,-41.17647058823529,1.4686248331108143,,,1
2019,FL,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",370.0,16.21,33720.0,15.7,32650.0,21610.0,48240.0,-26.0,10.921052631578949,,,1
2020,FL,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",340.0,15.85,32960.0,15.28,31780.0,23020.0,42420.0,-8.108108108108109,-2.2538552787663106,-0.10738221988628227,0.021254378062824042,1
2021,FL,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",220.0,16.24,33780.0,15.17,31560.0,24150.0,47350.0,-35.294117647058826,2.487864077669903,-0.1972584382397693,0.03298744220773542,1
2022,FL,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",240.0,18.89,39280.0,17.57,36540.0,30670.0,51290.0,9.090909090909092,16.281823564239197,-0.22346959852531612,0.055664540639597915,0
2023,FL,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",240.0,21.39,44480.0,18.8,39100.0,34020.0,61750.0,0.0,13.238289205702646,-0.1365280232466891,0.07909141894294969,0
2024,FL,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",360.0,19.68,40920.0,18.45,38370.0,32240.0,56930.0,50.0,-8.003597122302159,-0.005464808149047262,0.03946438034863542,0
2015,FL,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",13630.0,17.78,36990.0,16.03,33340.0,20230.0,60060.0,,,,,
2016,FL,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",13940.0,17.67,36760.0,15.7,32660.0,20380.0,60380.0,2.27439471753485,-0.6217896728845633,,,0
2017,FL,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",14780.0,18.12,37680.0,16.21,33720.0,20890.0,61220.0,6.025824964131994,2.50272034820457,,,0
2018,FL,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",16260.0,19.35,40250.0,17.24,35860.0,21250.0,65130.0,10.013531799729364,6.820594479830149,,,0
2019,FL,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",18420.0,20.42,42470.0,18.19,37830.0,22240.0,69250.0,13.284132841328415,5.51552795031056,,,0
2020,FL,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",19470.0,21.41,44540.0,18.82,39150.0,24080.0,70770.0,5.700325732899023,4.874028726159642,0.0739251648357846,0.03784662239135517,0
2021,FL,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",18000.0,21.45,44610.0,18.13,37710.0,27640.0,73100.0,-7.550077041602465,0.1571621014818141,0.05245114822888386,0.03946852651066313,1
2022,FL,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",18330.0,22.08,45920.0,20.01,41610.0,27720.0,70170.0,1.8333333333333333,2.936561309123515,0.04399304678047766,0.040346947058054194,0
2023,FL,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",17720.0,23.15,48150.0,21.42,44560.0,30360.0,73470.0,-3.3278777959629027,4.856271777003484,0.01734589082144855,0.03649230296114525,1
2024,FL,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",21060.0,24.0,49920.0,22.29,46360.0,33190.0,74820.0,18.848758465011286,3.67601246105919,0.0271497107744767,0.03285287595941244,0
2015,FL,51-9071,Jewelers and Precious Stone and Metal Workers,1190.0,17.38,36160.0,17.25,35870.0,20490.0,48680.0,,,,,
2016,FL,51-9071,Jewelers and Precious Stone and Metal Workers,1070.0,16.61,34550.0,16.68,34700.0,18580.0,49760.0,-10.084033613445378,-4.452433628318584,,,1
2017,FL,51-9071,Jewelers and Precious Stone and Metal Workers,1250.0,17.66,36730.0,17.53,36470.0,18720.0,54820.0,16.822429906542055,6.309696092619392,,,0
2018,FL,51-9071,Jewelers and Precious Stone and Metal Workers,1260.0,19.86,41300.0,18.36,38180.0,19710.0,61360.0,0.8,12.44214538524367,,,0
2019,FL,51-9071,Jewelers and Precious Stone and Metal Workers,1370.0,21.48,44670.0,20.22,42060.0,22860.0,63730.0,8.73015873015873,8.159806295399516,,,0
2020,FL,51-9071,Jewelers and Precious Stone and Metal Workers,1230.0,21.75,45240.0,20.62,42890.0,24450.0,65510.0,-10.218978102189782,1.2760241773002015,0.006634081125803215,0.045824556062265875,1
2021,FL,51-9071,Jewelers and Precious Stone and Metal Workers,1690.0,20.93,43520.0,21.46,44630.0,22680.0,59380.0,37.39837398373984,-3.801945181255526,0.09572251430568168,0.04724469005988596,0
2022,FL,51-9071,Jewelers and Precious Stone and Metal Workers,1760.0,23.54,48970.0,23.89,49680.0,25180.0,64210.0,4.142011834319527,12.522977941176471,0.07083000304035769,0.059209421600400436,0
2023,FL,51-9071,Jewelers and Precious Stone and Metal Workers,1320.0,24.03,49990.0,24.35,50640.0,25500.0,74390.0,-25.0,2.0829079027976314,0.009347419909568888,0.03893078929387972,1
2024,FL,51-9071,Jewelers and Precious Stone and Metal Workers,1160.0,25.81,53680.0,27.15,56470.0,34720.0,75910.0,-12.121212121212121,7.381476295259051,-0.032730520881170344,0.037431214305135185,1
2015,FL,51-9081,Dental Laboratory Technicians,2910.0,18.86,39220.0,17.03,35420.0,21940.0,62090.0,,,,,
2016,FL,51-9081,Dental Laboratory Technicians,3020.0,18.69,38880.0,17.38,36140.0,22020.0,61040.0,3.7800687285223367,-0.8669046404895462,,,0
2017,FL,51-9081,Dental Laboratory Technicians,2740.0,19.0,39530.0,17.59,36600.0,22610.0,61670.0,-9.271523178807946,1.6718106995884774,,,1
2018,FL,51-9081,Dental Laboratory Technicians,2800.0,19.76,41110.0,17.87,37160.0,23760.0,64130.0,2.18978102189781,3.9969643308879332,,,0
2019,FL,51-9081,Dental Laboratory Technicians,2410.0,19.86,41310.0,17.44,36270.0,22490.0,64250.0,-13.928571428571429,0.48649963512527367,,,1
2020,FL,51-9081,Dental Laboratory Technicians,2280.0,20.37,42370.0,18.23,37930.0,22120.0,65430.0,-5.394190871369295,2.565964657467925,-0.04762415567580469,0.015570728723139027,1
2021,FL,51-9081,Dental Laboratory Technicians,2670.0,23.26,48390.0,22.42,46640.0,29010.0,75340.0,17.105263157894736,14.20816615529856,-0.024334690325263142,0.044734347564841404,0
2022,FL,51-9081,Dental Laboratory Technicians,2890.0,23.97,49850.0,22.7,47210.0,30670.0,68760.0,8.239700374531834,3.017152304195082,0.010716733536750844,0.04748465529085788,0
2023,FL,51-9081,Dental Laboratory Technicians,2410.0,26.05,54190.0,23.57,49030.0,33260.0,79470.0,-16.608996539792386,8.706118355065195,-0.029553043714915406,0.05680372364946429,1
2024,FL,51-9081,Dental Laboratory Technicians,2170.0,27.83,57890.0,27.36,56910.0,36540.0,80620.0,-9.95850622406639,6.827828012548441,-0.020761368589608198,0.06981743383974393,1
2015,FL,51-9082,Medical Appliance Technicians,700.0,17.77,36970.0,16.77,34880.0,22890.0,52470.0,,,,,
2016,FL,51-9082,Medical Appliance Technicians,850.0,18.14,37740.0,17.62,36640.0,23580.0,53470.0,21.428571428571427,2.0827698133621855,,,0
2017,FL,51-9082,Medical Appliance Technicians,700.0,18.43,38330.0,17.8,37020.0,22530.0,56990.0,-17.647058823529413,1.563328033916269,,,1
2018,FL,51-9082,Medical Appliance Technicians,640.0,20.54,42720.0,18.97,39470.0,22470.0,64380.0,-8.571428571428571,11.453169840855727,,,1
2019,FL,51-9082,Medical Appliance Technicians,590.0,22.17,46110.0,19.44,40430.0,22570.0,79810.0,-7.8125,7.935393258426966,,,1
2020,FL,51-9082,Medical Appliance Technicians,650.0,22.19,46150.0,19.51,40580.0,25580.0,75520.0,10.16949152542373,0.08674907829104316,-0.014712295262298669,0.045356564849518,0
2021,FL,51-9082,Medical Appliance Technicians,920.0,21.71,45160.0,20.53,42700.0,30010.0,62050.0,41.53846153846154,-2.145178764897075,0.01595338186428763,0.036550361622533556,0
2022,FL,51-9082,Medical Appliance Technicians,980.0,19.38,40310.0,17.26,35890.0,28390.0,57370.0,6.521739130434782,-10.739592559787422,0.06961037572506878,0.010124246422634098,0
2023,FL,51-9082,Medical Appliance Technicians,970.0,20.84,43340.0,20.48,42590.0,30060.0,60280.0,-1.0204081632653061,7.516745224510048,0.0867217319809479,0.0028859165539347753,0
