year,region,occ_code,occ_title,employment_level,wage_hourly_mean,wage_annual_mean,wage_hourly_median,wage_annual_median,wage_annual_pct10,wage_annual_pct90,employment_change_yoy_pct,wage_growth_yoy_pct,employment_change_5yr_cagr,wage_growth_5yr_cagr,contraction_flag_12mo
2024,FL,51-9082,Medical Appliance Technicians,1370.0,23.01,47860.0,21.6,44920.0,35830.0,63430.0,41.23711340206185,10.429164743885556,0.18351484877243718,0.0074778678998190795,0
2015,FL,51-9083,Ophthalmic Laboratory Technicians,2810.0,14.49,30140.0,13.38,27830.0,20120.0,47030.0,,,,,
2016,FL,51-9083,Ophthalmic Laboratory Technicians,3030.0,14.09,29310.0,13.37,27810.0,19970.0,39470.0,7.829181494661921,-2.7538155275381553,,,0
2017,FL,51-9083,Ophthalmic Laboratory Technicians,3400.0,14.32,29780.0,13.67,28440.0,21190.0,39310.0,12.211221122112212,1.6035482770385534,,,0
2018,FL,51-9083,Ophthalmic Laboratory Technicians,2830.0,15.62,32490.0,14.41,29980.0,21890.0,43340.0,-16.76470588235294,9.100067159167226,,,1
2019,FL,51-9083,Ophthalmic Laboratory Technicians,2930.0,15.91,33100.0,14.92,31040.0,22360.0,44890.0,3.53356890459364,1.8775007694675285,,,0
2020,FL,51-9083,Ophthalmic Laboratory Technicians,2370.0,16.48,34280.0,15.44,32120.0,22070.0,48580.0,-19.112627986348123,3.564954682779456,-0.033485430198404,0.026075961036758022,1
2021,FL,51-9083,Ophthalmic Laboratory Technicians,1770.0,16.96,35270.0,17.4,36200.0,23980.0,47400.0,-25.31645569620253,2.8879813302217037,-0.10193839859585552,0.037714602903486716,1
2022,FL,51-9083,Ophthalmic Laboratory Technicians,1580.0,16.53,34390.0,15.99,33250.0,28450.0,42250.0,-10.734463276836157,-2.495038276155373,-0.1421020422400413,0.029204073594228497,1
2023,FL,51-9083,Ophthalmic Laboratory Technicians,1370.0,17.72,36850.0,17.17,35720.0,30030.0,44480.0,-13.291139240506327,7.15324222157604,-0.13505831833454096,0.0255044663294397,1
2024,FL,51-9083,Ophthalmic Laboratory Technicians,1770.0,18.48,38430.0,17.53,36450.0,31290.0,46770.0,29.1970802919708,4.287652645861601,-0.095890299000007,0.030311335907059922,0
2015,FL,51-9111,Packaging and Filling Machine Operators and Tenders,14750.0,12.83,26690.0,11.22,23330.0,17790.0,40220.0,,,,,
2016,FL,51-9111,Packaging and Filling Machine Operators and Tenders,15330.0,13.18,27420.0,11.67,24270.0,18050.0,40700.0,3.932203389830508,2.7351067815661296,,,0
2017,FL,51-9111,Packaging and Filling Machine Operators and Tenders,17060.0,13.4,27880.0,11.98,24920.0,18500.0,39940.0,11.285061969993476,1.6776075857038657,,,0
2018,FL,51-9111,Packaging and Filling Machine Operators and Tenders,17760.0,13.6,28290.0,12.49,25970.0,18740.0,40450.0,4.103165298944901,1.4705882352941175,,,0
2019,FL,51-9111,Packaging and Filling Machine Operators and Tenders,18110.0,14.14,29420.0,13.04,27110.0,19250.0,42590.0,1.9707207207207207,3.9943442912689995,,,0
2020,FL,51-9111,Packaging and Filling Machine Operators and Tenders,17280.0,14.46,30070.0,13.51,28100.0,19710.0,44170.0,-4.583103257868581,2.2093813732155,0.032167888123253,0.024134439646304573,1
2021,FL,51-9111,Packaging and Filling Machine Operators and Tenders,13480.0,15.3,31820.0,14.0,29120.0,21890.0,45850.0,-21.99074074074074,5.819753907549052,-0.025392952551458348,0.03021185932449999,1
2022,FL,51-9111,Packaging and Filling Machine Operators and Tenders,13090.0,17.22,35820.0,15.35,31930.0,23090.0,52140.0,-2.893175074183976,12.570710245128849,-0.05159873638652368,0.051396585841466,1
2023,FL,51-9111,Packaging and Filling Machine Operators and Tenders,15280.0,17.71,36840.0,16.8,34950.0,26460.0,49360.0,16.730328495034378,2.8475711892797317,-0.02963286632162876,0.054234767852917365,0
2024,FL,51-9111,Packaging and Filling Machine Operators and Tenders,16190.0,19.28,40110.0,17.58,36560.0,28460.0,54400.0,5.955497382198953,8.876221498371335,-0.022164771190476773,0.06395191041721193,0
2015,FL,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2380.0,15.85,32970.0,15.33,31900.0,21010.0,47540.0,,,,,
2016,FL,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2620.0,15.67,32600.0,15.04,31280.0,20590.0,47390.0,10.084033613445378,-1.1222323324234154,,,0
2017,FL,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2810.0,16.14,33570.0,15.23,31670.0,21220.0,50510.0,7.251908396946565,2.9754601226993866,,,0
2018,FL,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2490.0,16.66,34640.0,15.95,33170.0,21740.0,51360.0,-11.387900355871885,3.187369675305332,,,1
2015,FL,51-9122,"Painters, Transportation Equipment",2690.0,18.62,38720.0,17.37,36120.0,25950.0,57330.0,,,,,
2016,FL,51-9122,"Painters, Transportation Equipment",3030.0,20.1,41810.0,18.01,37460.0,26350.0,67610.0,12.639405204460965,7.980371900826447,,,0
2017,FL,51-9122,"Painters, Transportation Equipment",3010.0,20.99,43650.0,18.43,38330.0,27200.0,71760.0,-0.6600660066006601,4.40086103802918,,,0
2018,FL,51-9122,"Painters, Transportation Equipment",3150.0,20.67,42990.0,18.16,37770.0,26660.0,70490.0,4.651162790697675,-1.5120274914089347,,,0
2015,FL,51-9123,"Painting, Coating, and Decorating Workers",600.0,15.19,31600.0,14.11,29340.0,21400.0,47300.0,,,,,
2016,FL,51-9123,"Painting, Coating, and Decorating Workers",530.0,15.54,32330.0,14.3,29740.0,17720.0,54510.0,-11.666666666666666,2.3101265822784813,,,1
2017,FL,51-9123,"Painting, Coating, and Decorating Workers",540.0,13.76,28620.0,11.03,22930.0,17830.0,51050.0,1.8867924528301887,-11.475409836065573,,,0
2018,FL,51-9123,"Painting, Coating, and Decorating Workers",640.0,14.35,29840.0,12.99,27010.0,18500.0,49900.0,18.51851851851852,4.262753319357094,,,0
2019,FL,51-9123,"Painting, Coating, and Decorating Workers",560.0,16.24,33770.0,14.79,30770.0,19410.0,51650.0,-12.5,13.170241286863272,,,1
2020,FL,51-9123,"Painting, Coating, and Decorating Workers",650.0,15.79,32850.0,14.55,30270.0,19720.0,50120.0,16.071428571428573,-2.7243115190997926,0.01613736474159566,0.0077891033254045006,0
2021,FL,51-9123,"Painting, Coating, and Decorating Workers",480.0,16.12,33520.0,14.75,30680.0,23130.0,47440.0,-26.153846153846157,2.0395738203957383,-0.01962309128599571,0.007255531515900637,1
2022,FL,51-9123,"Painting, Coating, and Decorating Workers",780.0,17.27,35920.0,17.37,36130.0,25220.0,45710.0,62.5,7.159904534606206,0.07631692251481081,0.046485800093071905,0
2023,FL,51-9123,"Painting, Coating, and Decorating Workers",1180.0,20.7,43050.0,19.77,41120.0,29880.0,54280.0,51.28205128205128,19.84966592427617,0.1301612348134078,0.07605598505643552,0
2024,FL,51-9123,"Painting, Coating, and Decorating Workers",920.0,19.18,39880.0,17.17,35710.0,28820.0,54860.0,-22.033898305084744,-7.363530778164924,0.10438362870438156,0.0338197337343209,1
2019,FL,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",5270.0,18.8,39110.0,17.26,35900.0,25860.0,57500.0,,,,,
2020,FL,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",5130.0,19.24,40020.0,17.7,36820.0,26300.0,58900.0,-2.6565464895635675,2.3267706468933778,,,1
2021,FL,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",5800.0,19.72,41020.0,18.09,37630.0,29250.0,59020.0,13.060428849902534,2.498750624687656,,,0
2022,FL,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",6070.0,20.89,43440.0,19.08,39690.0,30650.0,61680.0,4.655172413793104,5.899561189663579,,,0
2023,FL,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",5740.0,23.32,48500.0,20.68,43020.0,32680.0,68380.0,-5.436573311367381,11.648250460405157,,,1
2024,FL,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",6150.0,24.51,50990.0,22.5,46800.0,34740.0,72190.0,7.142857142857142,5.134020618556701,0.03136621314597554,0.05448265184955603,0
2015,FL,51-9141,Semiconductor Processors,420.0,20.75,43160.0,18.15,37750.0,25490.0,71490.0,,,,,
2016,FL,51-9141,Semiconductor Processors,240.0,19.14,39800.0,15.16,31540.0,24910.0,72940.0,-42.857142857142854,-7.784986098239111,,,1
2017,FL,51-9141,Semiconductor Processors,230.0,17.42,36240.0,14.85,30890.0,24040.0,56200.0,-4.166666666666666,-8.944723618090453,,,1
2018,FL,51-9141,Semiconductor Processors,160.0,19.54,40640.0,17.4,36190.0,27600.0,60260.0,-30.434782608695656,12.141280353200882,,,1
2019,FL,51-9141,Semiconductor Processing Technicians,120.0,19.3,40140.0,17.49,36380.0,26100.0,61840.0,-25.0,-1.2303149606299213,,,1
2020,FL,51-9141,Semiconductor Processing Technicians,140.0,20.11,41820.0,18.61,38700.0,28390.0,61490.0,16.666666666666664,4.185351270553064,-0.1972584382397693,-0.006288036309693434,0
2021,FL,51-9141,Semiconductor Processing Technicians,140.0,19.45,40460.0,18.09,37630.0,30070.0,59340.0,0.0,-3.2520325203252036,-0.10219223176287473,0.0032947998497911968,0
2022,FL,51-9141,Semiconductor Processing Technicians,50.0,23.04,47920.0,19.98,41560.0,38080.0,66560.0,-64.28571428571429,18.43796342066238,-0.26303233435955387,0.05746432328883122,1
2023,FL,51-9141,Semiconductor Processing Technicians,190.0,21.19,44080.0,17.74,36890.0,31210.0,70950.0,280.0,-8.013355592654424,0.03496752704080697,0.016383432663596542,0
2024,FL,51-9141,Semiconductor Processing Technicians,170.0,23.57,49030.0,20.67,42990.0,35790.0,79630.0,-10.526315789473683,11.229582577132486,0.07214502590085092,0.04082305839135869,1
2015,FL,51-9151,Photographic Process Workers and Processing Machine Operators,1780.0,12.77,26560.0,11.66,24240.0,18940.0,37790.0,,,,,
2016,FL,51-9151,Photographic Process Workers and Processing Machine Operators,1960.0,13.12,27300.0,12.09,25140.0,19560.0,38660.0,10.112359550561797,2.786144578313253,,,0
2017,FL,51-9151,Photographic Process Workers and Processing Machine Operators,1340.0,13.98,29090.0,13.29,27640.0,20950.0,39760.0,-31.63265306122449,6.5567765567765575,,,1
2018,FL,51-9151,Photographic Process Workers and Processing Machine Operators,920.0,15.83,32930.0,13.94,28990.0,20830.0,52730.0,-31.343283582089555,13.200412512891027,,,1
2019,FL,51-9151,Photographic Process Workers and Processing Machine Operators,650.0,18.74,38980.0,17.7,36810.0,22050.0,60640.0,-29.347826086956523,18.372304889158823,,,1
2020,FL,51-9151,Photographic Process Workers and Processing Machine Operators,,20.21,42030.0,20.31,42250.0,24190.0,62260.0,,7.824525397639816,,0.09614059990373325,
2021,FL,51-9151,Photographic Process Workers and Processing Machine Operators,200.0,17.32,36020.0,14.65,30470.0,27040.0,55750.0,,-14.29931001665477,-0.36648808876677064,0.05700298140301019,
2022,FL,51-9151,Photographic Process Workers and Processing Machine Operators,130.0,17.02,35400.0,15.32,31870.0,23410.0,47860.0,-35.0,-1.7212659633536922,-0.3728553658639292,0.040044467578801424,1
2023,FL,51-9151,Photographic Process Workers and Processing Machine Operators,310.0,17.37,36140.0,16.42,34160.0,29120.0,46210.0,138.46153846153845,2.0903954802259888,-0.19552088612817398,0.018777356027926073,0
2024,FL,51-9151,Photographic Process Workers and Processing Machine Operators,170.0,19.93,41460.0,17.29,35960.0,31580.0,60130.0,-45.16129032258064,14.720531267293858,-0.23527178681817107,0.012412485901725834,1
2019,FL,51-9161,Computer Numerically Controlled Tool Operators,3210.0,19.18,39890.0,18.27,38000.0,26690.0,57450.0,,,,,
2020,FL,51-9161,Computer Numerically Controlled Tool Operators,3980.0,19.1,39720.0,18.19,37840.0,26470.0,57640.0,23.98753894080997,-0.42617197292554526,,,0
2021,FL,51-9161,Computer Numerically Controlled Tool Operators,3590.0,19.49,40540.0,18.2,37860.0,29010.0,52070.0,-9.798994974874372,2.0644511581067473,,,1
2022,FL,51-9161,Computer Numerically Controlled Tool Operators,4070.0,20.85,43370.0,19.59,40740.0,30670.0,59380.0,13.370473537604457,6.9807597434632465,,,0
2023,FL,51-9161,Computer Numerically Controlled Tool Operators,4830.0,22.55,46910.0,21.35,44400.0,34310.0,60730.0,18.67321867321867,8.162324187226194,,,0
2024,FL,51-9161,Computer Numerically Controlled Tool Operators,4590.0,22.51,46810.0,21.77,45290.0,35130.0,63160.0,-4.968944099378882,-0.2131741632914091,0.07414158540737215,0.03251155583138976,1
2019,FL,51-9162,Computer Numerically Controlled Tool Programmers,480.0,26.15,54390.0,25.25,52520.0,33370.0,78200.0,,,,,
2020,FL,51-9162,Computer Numerically Controlled Tool Programmers,620.0,26.17,54440.0,25.55,53130.0,35500.0,77180.0,29.166666666666668,0.09192866335723479,,,0
2021,FL,51-9162,Computer Numerically Controlled Tool Programmers,750.0,28.63,59540.0,29.22,60780.0,38830.0,79870.0,20.967741935483872,9.368111682586333,,,0
2022,FL,51-9162,Computer Numerically Controlled Tool Programmers,760.0,28.89,60100.0,28.45,59180.0,36780.0,85490.0,1.3333333333333335,0.9405441719852201,,,0
2023,FL,51-9162,Computer Numerically Controlled Tool Programmers,770.0,30.33,63080.0,29.53,61420.0,37890.0,91930.0,1.3157894736842104,4.958402662229617,,,0
2024,FL,51-9162,Computer Numerically Controlled Tool Programmers,780.0,33.01,68670.0,31.58,65690.0,43570.0,99410.0,1.2987012987012987,8.861762840837033,0.10197228772148015,0.04773052671675271,0
2015,FL,51-9191,Adhesive Bonding Machine Operators and Tenders,200.0,14.08,29280.0,13.46,28000.0,19940.0,42600.0,,,,,
2016,FL,51-9191,Adhesive Bonding Machine Operators and Tenders,170.0,14.44,30040.0,13.82,28740.0,21040.0,43000.0,-15.0,2.5956284153005464,,,1
2017,FL,51-9191,Adhesive Bonding Machine Operators and Tenders,120.0,18.52,38520.0,17.13,35620.0,23880.0,58330.0,-29.411764705882355,28.22902796271638,,,1
2018,FL,51-9191,Adhesive Bonding Machine Operators and Tenders,100.0,17.48,36370.0,15.11,31440.0,20520.0,59200.0,-16.666666666666664,-5.581516095534787,,,1
2019,FL,51-9191,Adhesive Bonding Machine Operators and Tenders,110.0,17.72,36860.0,16.48,34280.0,21540.0,58580.0,10.0,1.347264228759967,,,0
2020,FL,51-9191,Adhesive Bonding Machine Operators and Tenders,160.0,16.68,34690.0,15.19,31590.0,21580.0,50740.0,45.45454545454545,-5.887140531741726,-0.043647500209963,0.03449083041289924,0
2021,FL,51-9191,Adhesive Bonding Machine Operators and Tenders,270.0,17.51,36420.0,17.3,35990.0,23580.0,46920.0,68.75,4.987027961948688,0.09694024046466465,0.03926907075552877,0
2022,FL,51-9191,Adhesive Bonding Machine Operators and Tenders,250.0,16.15,33590.0,14.61,30380.0,23270.0,46920.0,-7.4074074074074066,-7.770455793520044,0.15811517561929445,-0.02701813641962658,1
2023,FL,51-9191,Adhesive Bonding Machine Operators and Tenders,210.0,15.54,32330.0,13.7,28490.0,24560.0,48080.0,-16.0,-3.751116403691575,0.15996225865400127,-0.02327460246507984,1
2024,FL,51-9191,Adhesive Bonding Machine Operators and Tenders,150.0,16.72,34780.0,15.72,32690.0,25960.0,48940.0,-28.57142857142857,7.578100835137643,0.06399531281508364,-0.011549673142183692,1
2015,FL,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",680.0,12.59,26190.0,12.19,25360.0,18960.0,35990.0,,,,,
2016,FL,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",580.0,12.83,26690.0,12.15,25270.0,20040.0,36710.0,-14.705882352941178,1.9091256204658267,,,1
2017,FL,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",400.0,12.98,27000.0,12.2,25370.0,20170.0,37580.0,-31.03448275862069,1.1614837017609592,,,1
2018,FL,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",200.0,14.49,30150.0,14.24,29630.0,21090.0,39890.0,-50.0,11.666666666666666,,,1
2019,FL,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",170.0,16.15,33580.0,15.4,32030.0,22680.0,47890.0,-15.0,11.376451077943615,,,1
2020,FL,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",220.0,16.68,34700.0,16.28,33860.0,23940.0,48710.0,29.411764705882355,3.3353186420488385,-0.20203700146945736,0.05788581860284325,0
2021,FL,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",110.0,15.11,31420.0,14.38,29910.0,27620.0,37820.0,-50.0,-9.452449567723344,-0.2828781779248719,0.03316936777129631,1
2022,FL,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",270.0,17.34,36060.0,15.48,32200.0,26060.0,52290.0,145.45454545454547,14.767663908338639,-0.07559825939014653,0.059576680514528135,0
2023,FL,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",180.0,19.3,40140.0,17.48,36360.0,28220.0,55850.0,-33.33333333333333,11.314475873544092,-0.0208516376390232,0.05890746589048779,1
2024,FL,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",310.0,19.65,40860.0,17.13,35630.0,29760.0,59160.0,72.22222222222221,1.7937219730941705,0.12767137012376306,0.0400244136570711,0
2015,FL,51-9193,Cooling and Freezing Equipment Operators and Tenders,280.0,14.83,30850.0,12.75,26510.0,19370.0,49800.0,,,,,
2016,FL,51-9193,Cooling and Freezing Equipment Operators and Tenders,230.0,16.06,33400.0,15.15,31510.0,18740.0,54140.0,-17.857142857142858,8.26580226904376,,,1
2017,FL,51-9193,Cooling and Freezing Equipment Operators and Tenders,210.0,15.66,32570.0,14.73,30630.0,19660.0,48920.0,-8.695652173913043,-2.4850299401197606,,,1
2018,FL,51-9193,Cooling and Freezing Equipment Operators and Tenders,200.0,15.7,32650.0,14.77,30720.0,19840.0,48320.0,-4.761904761904762,0.24562480810561868,,,1
2019,FL,51-9193,Cooling and Freezing Equipment Operators and Tenders,210.0,17.46,36310.0,16.59,34500.0,21630.0,53550.0,5.0,11.209800918836141,,,0
2020,FL,51-9193,Cooling and Freezing Equipment Operators and Tenders,170.0,17.86,37150.0,16.76,34850.0,21710.0,57950.0,-19.047619047619047,2.3134122831175987,-0.09497999741608765,0.0378646737788384,1
2021,FL,51-9193,Cooling and Freezing Equipment Operators and Tenders,60.0,17.78,36980.0,17.95,37340.0,24040.0,59580.0,-64.70588235294117,-0.4576043068640646,-0.2356633529289105,0.020573031560124688,1
2022,FL,51-9193,Cooling and Freezing Equipment Operators and Tenders,90.0,22.0,45760.0,22.74,47300.0,27610.0,57560.0,50.0,23.74256354786371,-0.1558791201558899,0.07036931760021381,0
2023,FL,51-9193,Cooling and Freezing Equipment Operators and Tenders,100.0,22.42,46620.0,24.0,49920.0,29020.0,57220.0,11.11111111111111,1.8793706293706292,-0.12944943670387588,0.0738356470692969,0
2024,FL,51-9193,Cooling and Freezing Equipment Operators and Tenders,90.0,23.6,49080.0,24.5,50960.0,35610.0,60110.0,-10.0,5.276705276705277,-0.1558791201558899,0.06212507279988211,1
2015,FL,51-9194,Etchers and Engravers,240.0,14.64,30460.0,14.17,29480.0,20120.0,39840.0,,,,,
2016,FL,51-9194,Etchers and Engravers,270.0,15.31,31850.0,14.81,30810.0,19240.0,40300.0,12.5,4.563361785948785,,,0
2017,FL,51-9194,Etchers and Engravers,250.0,13.01,27060.0,12.82,26670.0,17920.0,37300.0,-7.4074074074074066,-15.039246467817897,,,1
2018,FL,51-9194,Etchers and Engravers,300.0,11.79,24530.0,9.33,19400.0,17740.0,32980.0,20.0,-9.34959349593496,,,0
2019,FL,51-9194,Etchers and Engravers,300.0,12.13,25230.0,9.54,19840.0,18230.0,40300.0,0.0,2.8536485935589075,,,0
2020,FL,51-9194,Etchers and Engravers,230.0,12.85,26720.0,9.79,20370.0,18690.0,43790.0,-23.333333333333332,5.905667855727309,-0.008475799035301268,-0.025860147345716622,1
2021,FL,51-9194,Etchers and Engravers,190.0,16.1,33480.0,14.98,31160.0,28210.0,38620.0,-17.391304347826086,25.299401197604794,-0.06786681986757825,0.010032160798154166,1
2022,FL,51-9194,Etchers and Engravers,,16.76,34860.0,17.1,35560.0,29230.0,42580.0,,4.121863799283155,,0.05196167544845576,
2023,FL,51-9194,Etchers and Engravers,320.0,15.99,33250.0,16.55,34410.0,22930.0,40470.0,,-4.618473895582329,0.01299136822423641,0.06271991770301777,
2024,FL,51-9194,Etchers and Engravers,250.0,19.88,41350.0,19.17,39870.0,29880.0,55930.0,-21.875,24.360902255639097,-0.03580749599737276,0.10385404308406043,1
