year,naics,naics_title,occ_code,occ_title,employment_level,wage_hourly_mean,wage_annual_mean,wage_hourly_median,wage_annual_median,wage_annual_pct10,wage_annual_pct90
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",13-2031,Budget Analysts,160.0,42.34,88070.0,40.57,84380.0,51600.0,138860.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",13-2051,Financial Analysts,1810.0,48.03,99910.0,43.36,90180.0,54930.0,157210.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",13-2099,"Financial Specialists, All Other",660.0,51.15,106380.0,44.01,91530.0,52120.0,162760.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",15-1121,Computer Systems Analysts,4290.0,51.09,106270.0,46.98,97720.0,55560.0,163890.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",15-1122,Information Security Analysts,290.0,44.14,91810.0,43.17,89790.0,57580.0,131630.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",15-1131,Computer Programmers,330.0,42.46,88310.0,39.95,83100.0,53010.0,128820.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",15-1132,"Software Developers, Applications",510.0,54.96,114330.0,55.66,115780.0,71850.0,158860.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",15-1133,"Software Developers, Systems Software",,51.47,107060.0,52.59,109380.0,76330.0,124580.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",15-1134,Web Developers,60.0,36.89,76740.0,33.27,69190.0,44200.0,130940.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",15-1141,Database Administrators,430.0,42.61,88620.0,41.39,86090.0,47450.0,131230.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",15-1142,Network and Computer Systems Administrators,1680.0,46.36,96420.0,43.79,91090.0,54350.0,150160.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",15-1143,Computer Network Architects,170.0,50.12,104240.0,49.27,102480.0,61460.0,149410.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",15-1151,Computer User Support Specialists,1350.0,28.06,58370.0,25.83,53720.0,31690.0,93210.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",15-1152,Computer Network Support Specialists,390.0,34.39,71530.0,31.25,65000.0,37100.0,105050.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",15-1199,"Computer Occupations, All Other",550.0,45.75,95170.0,43.38,90220.0,51960.0,145680.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",15-2031,Operations Research Analysts,160.0,42.67,88750.0,37.54,78090.0,50220.0,143470.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",15-2041,Statisticians,50.0,22.68,47170.0,15.05,31300.0,22290.0,91440.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-1021,Cartographers and Photogrammetrists,180.0,37.91,78860.0,36.87,76680.0,47630.0,118600.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-1022,Surveyors,910.0,30.21,62830.0,28.78,59860.0,36650.0,92200.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-2041,Chemical Engineers,640.0,66.3,137900.0,60.88,126640.0,75620.0,
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-2051,Civil Engineers,1210.0,53.71,111710.0,46.66,97060.0,55110.0,187010.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-2071,Electrical Engineers,550.0,54.0,112310.0,49.63,103230.0,66540.0,172620.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-2072,"Electronics Engineers, Except Computer",130.0,49.89,103770.0,49.47,102890.0,67300.0,147160.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-2081,Environmental Engineers,940.0,49.03,101980.0,46.81,97370.0,59570.0,153580.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",820.0,48.29,100450.0,44.65,92870.0,43980.0,163720.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-2112,Industrial Engineers,2290.0,54.64,113650.0,49.66,103290.0,67820.0,171150.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-2121,Marine Engineers and Naval Architects,550.0,64.33,133810.0,59.19,123120.0,74290.0,
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-2131,Materials Engineers,320.0,45.49,94630.0,41.76,86850.0,63340.0,134150.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-2141,Mechanical Engineers,2450.0,55.0,114400.0,47.57,98950.0,57340.0,
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",4330.0,56.51,117550.0,47.66,99140.0,55990.0,
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-2171,Petroleum Engineers,19810.0,70.8,147260.0,61.68,128300.0,72540.0,
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-2199,"Engineers, All Other",1660.0,51.29,106690.0,46.44,96590.0,59700.0,160990.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-3011,Architectural and Civil Drafters,100.0,24.98,51970.0,22.29,46370.0,33410.0,80050.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-3012,Electrical and Electronics Drafters,30.0,32.08,66730.0,31.46,65440.0,40960.0,97650.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-3013,Mechanical Drafters,230.0,32.24,67060.0,30.84,64150.0,36670.0,95860.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-3019,"Drafters, All Other",100.0,30.02,62440.0,29.16,60640.0,37780.0,91720.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-3022,Civil Engineering Technicians,90.0,30.95,64380.0,31.05,64580.0,41890.0,87990.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-3023,Electrical and Electronics Engineering Technicians,1630.0,30.03,62460.0,29.41,61170.0,36000.0,93210.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-3024,Electro-Mechanical Technicians,1240.0,22.17,46120.0,20.16,41930.0,28220.0,72830.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-3025,Environmental Engineering Technicians,530.0,30.62,63680.0,30.18,62770.0,37110.0,94280.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-3026,Industrial Engineering Technicians,680.0,33.0,68650.0,29.03,60370.0,30590.0,103260.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-3027,Mechanical Engineering Technicians,700.0,30.53,63510.0,29.2,60740.0,40880.0,93440.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-3029,"Engineering Technicians, Except Drafters, All Other",1980.0,33.85,70400.0,33.06,68770.0,42450.0,101470.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",17-3031,Surveying and Mapping Technicians,2430.0,24.52,51000.0,24.37,50690.0,29400.0,76200.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",19-2031,Chemists,370.0,42.91,89240.0,40.22,83660.0,46950.0,140580.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",19-2041,"Environmental Scientists and Specialists, Including Health",950.0,43.17,89800.0,41.34,85990.0,47680.0,141840.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",19-2042,"Geoscientists, Except Hydrologists and Geographers",8440.0,67.44,140280.0,57.9,120440.0,52620.0,
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",19-2099,"Physical Scientists, All Other",40.0,60.71,126280.0,56.78,118110.0,61050.0,
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",19-3011,Economists,,64.13,133380.0,58.43,121540.0,70670.0,
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",19-4031,Chemical Technicians,1540.0,25.93,53930.0,24.52,51010.0,33850.0,77560.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",19-4041,Geological and Petroleum Technicians,9260.0,30.96,64400.0,28.95,60210.0,27050.0,102270.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",19-4091,"Environmental Science and Protection Technicians, Including Health",380.0,23.99,49900.0,21.53,44780.0,31890.0,76500.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",19-4099,"Life, Physical, and Social Science Technicians, All Other",1180.0,25.01,52010.0,22.93,47690.0,30980.0,79930.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",23-1011,Lawyers,2490.0,77.55,161310.0,70.09,145780.0,60940.0,
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",23-2011,Paralegals and Legal Assistants,390.0,31.32,65160.0,30.72,63890.0,36740.0,95760.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",23-2093,"Title Examiners, Abstractors, and Searchers",2830.0,40.7,84650.0,36.5,75920.0,33880.0,150540.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",23-2099,"Legal Support Workers, All Other",280.0,34.79,72350.0,31.32,65150.0,33340.0,112750.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",27-1021,Commercial and Industrial Designers,,45.4,94430.0,45.84,95340.0,77830.0,118780.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",27-3031,Public Relations Specialists,550.0,37.01,76980.0,33.45,69570.0,36530.0,131030.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",27-3042,Technical Writers,40.0,32.79,68200.0,32.9,68440.0,45820.0,91090.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",29-1141,Registered Nurses,70.0,38.29,79640.0,37.4,77790.0,55710.0,110600.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",29-2041,Emergency Medical Technicians and Paramedics,,26.21,54510.0,26.71,55550.0,33970.0,77240.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",29-9011,Occupational Health and Safety Specialists,3810.0,39.83,82860.0,38.14,79340.0,44740.0,124210.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",29-9012,Occupational Health and Safety Technicians,1290.0,26.25,54600.0,23.7,49300.0,32160.0,88320.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",33-1099,"First-Line Supervisors of Protective Service Workers, All Other",90.0,28.14,58520.0,26.99,56140.0,33000.0,91070.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",33-9032,Security Guards,1140.0,16.01,33310.0,13.49,28060.0,18320.0,59490.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",35-2012,"Cooks, Institution and Cafeteria",440.0,12.7,26410.0,11.37,23650.0,17060.0,38190.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",35-2019,"Cooks, All Other",110.0,16.36,34030.0,16.38,34070.0,25050.0,45680.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",70.0,10.84,22540.0,9.57,19910.0,16390.0,31270.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",,25.71,53480.0,25.99,54060.0,38070.0,65270.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",1070.0,13.9,28910.0,11.98,24920.0,17390.0,47840.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",37-2012,Maids and Housekeeping Cleaners,,11.38,23680.0,10.12,21040.0,16540.0,37080.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",37-3011,Landscaping and Groundskeeping Workers,450.0,13.05,27130.0,11.72,24390.0,18370.0,37560.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",39-9031,Fitness Trainers and Aerobics Instructors,50.0,17.69,36800.0,16.6,34530.0,17570.0,62910.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",41-1012,First-Line Supervisors of Non-Retail Sales Workers,580.0,55.4,115240.0,54.0,112330.0,47570.0,
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",41-2011,Cashiers,40.0,12.25,25480.0,11.29,23480.0,18510.0,36840.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",41-2031,Retail Salespersons,50.0,20.44,42510.0,16.3,33900.0,19140.0,76410.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",41-3031,"Securities, Commodities, and Financial Services Sales Agents",30.0,48.9,101710.0,40.24,83690.0,34840.0,186270.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",41-3099,"Sales Representatives, Services, All Other",4330.0,42.62,88650.0,38.86,80830.0,26550.0,153730.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",1460.0,40.07,83350.0,36.85,76660.0,42090.0,143780.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",3830.0,37.27,77520.0,33.54,69750.0,33380.0,132670.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",41-9021,Real Estate Brokers,300.0,34.4,71540.0,20.93,43530.0,21180.0,164250.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",41-9022,Real Estate Sales Agents,3150.0,43.11,89670.0,40.15,83510.0,37260.0,155130.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",41-9031,Sales Engineers,220.0,54.91,114200.0,50.88,105840.0,59310.0,164610.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",41-9099,"Sales and Related Workers, All Other",70.0,21.55,44820.0,21.1,43880.0,22830.0,64570.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-1011,First-Line Supervisors of Office and Administrative Support Workers,3840.0,32.62,67850.0,29.59,61550.0,35000.0,109490.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-3011,Bill and Account Collectors,70.0,20.97,43620.0,18.45,38370.0,26400.0,50830.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-3021,Billing and Posting Clerks,320.0,18.39,38250.0,17.07,35510.0,25040.0,56980.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-3031,"Bookkeeping, Accounting, and Auditing Clerks",11220.0,20.58,42800.0,18.96,39440.0,25220.0,64100.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-3051,Payroll and Timekeeping Clerks,1380.0,22.34,46460.0,20.5,42630.0,26940.0,70720.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-3061,Procurement Clerks,450.0,20.12,41850.0,19.21,39960.0,27500.0,59430.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-4051,Customer Service Representatives,540.0,20.31,42250.0,19.24,40020.0,23000.0,63280.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-4071,File Clerks,560.0,16.47,34250.0,15.4,32040.0,17910.0,53380.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-4151,Order Clerks,180.0,21.36,44420.0,20.57,42780.0,22630.0,62480.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",530.0,19.39,40330.0,18.69,38880.0,27390.0,56550.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-4171,Receptionists and Information Clerks,1900.0,14.83,30840.0,14.28,29710.0,19040.0,44720.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-4199,"Information and Record Clerks, All Other",530.0,22.09,45950.0,20.18,41980.0,27410.0,63150.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-5032,"Dispatchers, Except Police, Fire, and Ambulance",3160.0,20.83,43330.0,18.46,38400.0,25790.0,69340.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-5061,"Production, Planning, and Expediting Clerks",2740.0,28.89,60080.0,26.22,54530.0,33520.0,97240.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-5071,"Shipping, Receiving, and Traffic Clerks",1040.0,18.22,37890.0,17.6,36600.0,21650.0,56060.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-5081,Stock Clerks and Order Fillers,2020.0,17.55,36500.0,16.54,34400.0,18820.0,58950.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",1870.0,16.39,34080.0,15.82,32920.0,21240.0,48840.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-6011,Executive Secretaries and Executive Administrative Assistants,4000.0,29.47,61300.0,26.79,55720.0,34590.0,84760.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-6012,Legal Secretaries,40.0,25.96,54000.0,26.4,54910.0,30990.0,77120.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",12010.0,17.65,36720.0,16.97,35300.0,20000.0,54360.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-9011,Computer Operators,,15.17,31560.0,14.01,29130.0,26040.0,42910.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-9021,Data Entry Keyers,280.0,16.98,35320.0,15.74,32740.0,20350.0,55460.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",30.0,16.48,34280.0,16.35,34010.0,21600.0,48810.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-9061,"Office Clerks, General",18230.0,17.3,35980.0,15.71,32670.0,18760.0,58200.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-9071,"Office Machine Operators, Except Computer",60.0,14.91,31010.0,13.79,28690.0,24930.0,40940.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-9111,Statistical Assistants,70.0,24.64,51250.0,24.79,51560.0,37140.0,63900.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",43-9199,"Office and Administrative Support Workers, All Other",260.0,22.21,46210.0,20.46,42550.0,24050.0,73870.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",,25.97,54020.0,26.1,54300.0,43760.0,61750.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",,12.24,25460.0,12.92,26880.0,17330.0,30760.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,24.64,51260.0,30.37,63160.0,25540.0,74930.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,34190.0,40.08,83370.0,37.21,77400.0,42380.0,132740.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",47-2011,Boilermakers,,33.42,69510.0,34.15,71030.0,60170.0,79130.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",47-2031,Carpenters,570.0,23.76,49420.0,22.31,46410.0,30650.0,75440.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",47-2051,Cement Masons and Concrete Finishers,810.0,20.57,42790.0,18.05,37540.0,27480.0,69080.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",47-2061,Construction Laborers,12010.0,17.69,36800.0,15.73,32720.0,21460.0,58690.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",47-2071,"Paving, Surfacing, and Tamping Equipment Operators",400.0,21.93,45620.0,19.28,40100.0,28160.0,70870.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",47-2072,Pile-Driver Operators,,17.32,36020.0,16.64,34610.0,26440.0,50040.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",47-2073,Operating Engineers and Other Construction Equipment Operators,30070.0,22.94,47720.0,21.6,44930.0,29650.0,72120.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",47-2111,Electricians,8930.0,29.45,61260.0,28.69,59680.0,36560.0,88290.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",47-2132,"Insulation Workers, Mechanical",,28.82,59940.0,28.38,59020.0,51080.0,74500.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",47-2141,"Painters, Construction and Maintenance",740.0,18.12,37700.0,17.77,36960.0,28100.0,48530.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",47-2151,Pipelayers,290.0,19.89,41370.0,18.38,38230.0,27020.0,61380.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",47-2152,"Plumbers, Pipefitters, and Steamfitters",3000.0,25.25,52520.0,23.07,47980.0,26090.0,86660.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",47-2211,Sheet Metal Workers,30.0,,,,,,
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",47-2221,Structural Iron and Steel Workers,170.0,26.37,54850.0,24.66,51290.0,29450.0,89500.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",47-3013,Helpers--Electricians,200.0,15.99,33270.0,15.81,32890.0,23140.0,45090.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",50.0,12.87,26770.0,12.94,26920.0,20750.0,30940.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",120.0,13.67,28430.0,13.12,27290.0,17810.0,39650.0
2015,21,"Mining, Quarrying, and Oil and Gas Extraction",47-3019,"Helpers, Construction Trades, All Other",,14.03,29170.0,13.19,27440.0,21080.0,40660.0
